genes5,genes4,genes3,genes2,genes1,Label.1,cell_id,Label.2,Label.3,Probability.1,Probability.2,Probability.3,Test.Accuracy,Test.Loss,True_cluster,x_centroid,y_centroid,transcript_counts,control_probe_counts,control_codeword_counts,total_counts,cell_area,nucleus_area,cell_type_1,cell_type_2,cell_type_3,cell_type_4,cell_type_5,majority_cell_type,status,Title,Title.1
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,17504,3,6,0.20778432,0.15235183,0.14372373,0.163240135,2.950269461,2,3250.065063,1918.45332,301,0,0,301,358.4954688,55.76796875,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,6644,3,1,0.26791382,0.20131496,0.10987447,0.163240135,2.950269461,22,2039.495105,3217.183179,195,0,0,195,223.433125,31.79,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,2415,3,1,0.36536372,0.24478155,0.096972354,0.163240135,2.950269461,8,1466.150183,1717.734723,504,0,0,504,458.0198438,86.9709375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,19740,3,1,0.25053635,0.25003535,0.17805858,0.163240135,2.950269461,15,1618.464746,1517.4073,438,0,0,439,512.0267188,12.68890625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,22589,3,1,0.21160518,0.17323042,0.1330367,0.163240135,2.950269461,8,1253.591766,2033.663806,169,0,0,169,298.2570313,28.85484375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,8480,1,6,0.19375305,0.15398546,0.113919735,0.163240135,2.950269461,22,1982.395691,3446.115405,196,0,0,197,202.480625,45.11109375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,19243,3,1,0.22833586,0.21263354,0.11807174,0.163240135,2.950269461,5,2859.272375,1794.410803,542,0,0,542,496.176875,72.92734375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,23019,1,3,0.14646755,0.14197709,0.13335468,0.163240135,2.950269461,5,1047.785516,2288.104333,248,0,0,248,133.120625,11.6503125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,14344,1,3,0.23377623,0.19116104,0.18003526,0.163240135,2.950269461,3,2590.028027,1200.750238,233,1,0,234,282.5426563,56.535625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,4879,3,1,0.37831044,0.23604226,0.16650617,0.163240135,2.950269461,8,1958.767725,1771.495667,403,0,0,404,352.8057813,61.05125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,5297,3,5,0.5972335,0.18347022,0.0601292,0.163240135,2.950269461,8,1711.228778,1901.975854,390,0,0,390,248.6303125,61.36734375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,4904,3,1,0.36311555,0.2957646,0.09129149,0.163240135,2.950269461,8,2018.771167,1810.932471,401,0,0,402,370.0103125,82.22953125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,25922,10,1,0.14392982,0.14381963,0.1344437,0.163240135,2.950269461,3,1026.920984,2677.078113,396,1,0,397,284.3489063,94.6475,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,16712,3,1,0.21607943,0.13117544,0.098579854,0.163240135,2.950269461,14,4228.795654,2870.819592,305,0,0,305,305.1659375,96.273125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,25268,1,3,0.15985349,0.15792373,0.14974247,0.163240135,2.950269461,5,1343.470032,3258.243408,65,0,0,65,72.38546875,33.9575,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,34252,3,1,0.3042531,0.21272187,0.17607708,0.163240135,2.950269461,8,1685.59389,1365.405469,289,1,0,290,277.07875,51.88453125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,7123,3,1,0.22107573,0.19481386,0.097769395,0.163240135,2.950269461,17,2347.478992,2980.095227,121,1,0,122,139.6682813,49.2203125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,5322,3,1,0.24567942,0.24482012,0.10322965,0.163240135,2.950269461,8,1735.522052,1801.877148,225,0,0,225,255.2682813,31.8803125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,22071,3,1,0.27927738,0.27394104,0.100500464,0.163240135,2.950269461,5,1370.649902,2093.469067,87,0,0,87,137.816875,8.2184375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,33835,3,1,0.21130131,0.20827834,0.10993202,0.163240135,2.950269461,1,2058.046936,1667.726874,139,0,0,140,74.3271875,24.33921875,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,7144,4,1,0.15862939,0.1417035,0.13161162,0.163240135,2.950269461,21,2324.872437,3011.215271,224,0,0,224,176.0190625,37.43453125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,20422,1,12,0.1443015,0.1335511,0.120091796,0.163240135,2.950269461,24,3027.823682,2953.24801,846,0,0,846,330.4082813,98.079375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,14182,3,1,0.32651058,0.32321727,0.077050015,0.163240135,2.950269461,26,2555.273901,1495.318402,287,0,0,287,207.71875,66.3796875,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,4970,1,6,0.2626609,0.15307882,0.12722369,0.163240135,2.950269461,1,2019.649597,2446.164697,225,0,0,226,256.7584375,43.21453125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,4973,1,3,0.19923866,0.16794781,0.09205233,0.163240135,2.950269461,2,2023.647668,2320.297876,222,0,0,222,157.7307813,67.68921875,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,23911,4,6,0.16481617,0.13622718,0.12678099,0.163240135,2.950269461,4,5389.21748,1569.955811,451,0,0,451,570.41375,61.45765625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,33246,1,3,0.18892024,0.1672908,0.099470966,0.163240135,2.950269461,5,2300.242981,1568.671161,127,0,0,127,125.6698438,25.24234375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,13813,3,1,0.2563655,0.1983151,0.13920362,0.163240135,2.950269461,8,3071.963501,1330.496741,434,0,0,434,283.3554688,75.18515625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,14010,1,3,0.24244437,0.14127663,0.1158819,0.163240135,2.950269461,3,2625.130371,1468.388593,423,0,0,423,299.4310938,57.66453125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,31385,1,12,0.12226505,0.102255374,0.09682507,0.163240135,2.950269461,12,4087.441235,2231.707373,153,0,0,153,88.55140625,29.66765625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,3611,6,1,0.18941134,0.17474724,0.13491067,0.163240135,2.950269461,4,2412.170923,2069.900867,367,0,0,367,311.939375,51.43296875,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,29815,1,3,0.30379534,0.16164596,0.06153182,0.163240135,2.950269461,13,5098.961572,3169.651868,227,0,0,227,128.3792188,48.00109375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,29184,3,5,0.61103135,0.22285819,0.033051565,0.163240135,2.950269461,5,3467.843115,982.7695435,342,0,0,342,347.3870313,71.48234375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,14847,3,1,0.17456697,0.14967155,0.12268731,0.163240135,2.950269461,19,4903.647925,2757.156995,105,0,0,105,74.73359375,34.45421875,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,29629,1,3,0.1774636,0.15953083,0.1388171,0.163240135,2.950269461,27,5294.115845,3232.151978,48,0,0,48,62.27046875,9.3925,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,14243,1,3,0.22868115,0.15872163,0.11249132,0.163240135,2.950269461,10,2783.955444,1363.087164,142,0,0,142,168.9746875,31.29328125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,5040,1,6,0.14993925,0.14837305,0.13158338,0.163240135,2.950269461,6,1689.452612,2499.075952,256,0,0,256,339.93625,31.92546875,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,28400,1,3,0.23973802,0.14336099,0.10683888,0.163240135,2.950269461,3,3815.394751,1004.192511,267,0,0,267,279.96875,56.76140625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,22385,3,1,0.44567016,0.14722775,0.11331979,0.163240135,2.950269461,8,1398.572382,1973.387683,228,0,0,229,202.480625,62.4059375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,5067,3,1,0.3121298,0.22265366,0.120054886,0.163240135,2.950269461,6,1816.251611,2087.560156,210,0,0,210,377.5514063,24.023125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,34002,3,1,0.43693706,0.29524013,0.07308278,0.163240135,2.950269461,15,2152.187756,1224.070453,638,0,0,639,481.9075,101.7821875,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,4455,3,1,0.297154,0.2754741,0.1668592,0.163240135,2.950269461,1,1920.531836,1839.045557,204,0,0,204,200.5840625,47.504375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,14097,3,6,0.18088713,0.16082288,0.13430496,0.163240135,2.950269461,10,2610.821692,1604.00769,293,0,1,294,349.4642188,47.7753125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,25634,3,1,0.19705646,0.15425359,0.119888976,0.163240135,2.950269461,26,1624.366809,2794.326648,155,0,0,155,258.7904688,22.8490625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,476,1,3,0.16100235,0.13935483,0.12198497,0.163240135,2.950269461,22,1926.622534,3382.198145,273,0,0,273,171.3228125,61.05125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,29873,1,4,0.13804184,0.12703826,0.11819726,0.163240135,2.950269461,7,5156.690186,3232.70896,183,0,0,183,171.955,47.91078125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,28455,1,6,0.21690582,0.19126825,0.13736506,0.163240135,2.950269461,9,3500.644482,1241.139246,326,0,0,326,270.034375,76.08828125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,24999,3,1,0.2531323,0.25280774,0.12043434,0.163240135,2.950269461,10,1612.014624,2617.208521,164,0,0,164,205.009375,36.62171875,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,32220,1,3,0.15819389,0.13657512,0.115841724,0.163240135,2.950269461,4,3390.72782,2068.972424,130,0,0,131,98.75671875,44.614375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,33779,3,1,0.377002,0.25004235,0.09210859,0.163240135,2.950269461,1,2070.743604,1577.131525,414,1,0,415,326.1184375,53.284375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,6114,1,19,0.13128293,0.12669033,0.050539993,0.163240135,2.950269461,17,2368.55509,2923.488879,155,0,0,156,121.1090625,31.11265625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,2203,3,1,0.31815025,0.13645437,0.10607567,0.163240135,2.950269461,12,3310.333301,2365.874353,399,0,0,399,202.7515625,76.22375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,26160,6,1,0.2184497,0.15189476,0.13715656,0.163240135,2.950269461,1,918.5790833,3111.048352,248,0,0,249,206.8607813,50.033125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,8079,3,5,0.29886538,0.25853556,0.12417921,0.163240135,2.950269461,3,762.2732452,2423.501489,600,0,0,600,577.63875,131.9014063,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,26171,3,1,0.16867708,0.12529862,0.11320695,0.163240135,2.950269461,6,951.3090637,3349.374573,134,0,0,134,62.08984375,23.43609375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,1571,1,3,0.32083106,0.12141966,0.1189983,0.163240135,2.950269461,10,4949.423413,1882.362354,251,0,0,251,270.8020313,60.73515625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,19272,3,1,0.30682203,0.20942014,0.080677025,0.163240135,2.950269461,4,2876.85011,2060.603784,580,0,0,580,489.313125,71.9790625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,33623,1,3,0.1774639,0.1764369,0.09793209,0.163240135,2.950269461,3,2189.920618,1593.721674,319,0,0,320,181.9345313,65.8378125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,33798,1,3,0.25403634,0.184957,0.08608268,0.163240135,2.950269461,8,2101.701782,1577.709363,307,2,0,309,199.5454688,50.4846875,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,6524,1,3,0.23106144,0.15320684,0.077547826,0.163240135,2.950269461,2,2340.391577,2717.740112,63,0,0,63,116.9546875,14.04359375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,5579,4,1,0.15112701,0.136242,0.12310596,0.163240135,2.950269461,17,2403.126392,3121.424744,181,0,0,181,209.88625,50.93625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,33834,3,1,0.346764,0.14874192,0.11789334,0.163240135,2.950269461,1,2097.147351,1669.544122,224,0,0,224,141.8357813,53.96171875,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,18877,3,1,0.3303322,0.1522536,0.10990806,0.163240135,2.950269461,16,2618.256079,1941.601709,365,1,0,366,191.6882813,57.258125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,7576,1,3,0.19756623,0.16339365,0.1189581,0.163240135,2.950269461,4,1701.632971,2801.082031,232,0,0,232,177.4640625,31.83515625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,29784,1,3,0.18496539,0.13325566,0.09162485,0.163240135,2.950269461,13,5068.010449,3205.449402,287,0,0,287,163.6010938,53.10375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,34508,1,12,0.18039726,0.12673964,0.07172877,0.163240135,2.950269461,18,4065.566602,3165.907593,97,0,0,97,110.18125,45.336875,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,1,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,33467,3,1,0.28102475,0.27035645,0.15392624,0.163240135,2.950269461,1,2018.991553,1605.930359,238,0,0,238,254.9973438,19.5075,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,14014,1,3,0.38664752,0.12632976,0.103939354,0.163240135,2.950269461,3,2767.266309,1454.138953,216,0,0,216,254.9070313,46.1496875,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,5622,1,3,0.1871717,0.17208011,0.15499815,0.163240135,2.950269461,17,2447.755542,3011.904236,174,1,0,175,187.9854688,39.33109375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,13380,3,6,0.1909264,0.1782987,0.17130367,0.163240135,2.950269461,1,2772.600598,1247.661377,254,0,0,254,450.84,48.4075,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,6751,1,3,0.1911339,0.15962699,0.13415428,0.163240135,2.950269461,16,2006.116418,2640.528735,315,0,0,315,284.30375,15.39828125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,214,1,6,0.25677904,0.14887919,0.112694286,0.163240135,2.950269461,6,1666.348633,2195.030371,347,0,0,347,260.0096875,58.0709375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,23478,3,1,0.30366528,0.22204491,0.1376432,0.163240135,2.950269461,8,1199.899097,2177.230383,126,0,0,126,152.7184375,47.00765625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,2878,1,3,0.17181656,0.16201349,0.15659302,0.163240135,2.950269461,6,1280.088483,3372.265222,262,0,0,262,192.6817188,70.8953125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,34189,3,1,0.48226598,0.31008142,0.06331403,0.163240135,2.950269461,1,1775.245959,1401.091461,314,0,0,314,275.2273438,24.97140625,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,5611,1,17,0.13414949,0.12273881,0.09849591,0.163240135,2.950269461,9,2423.308496,2995.79906,171,0,0,171,69.9921875,43.57578125,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,18116,1,6,0.28909695,0.12891138,0.103988945,0.163240135,2.950269461,12,3038.315454,2434.487366,615,0,0,615,299.7020313,129.9145313,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,5640,1,3,0.33741894,0.16611943,0.1008035,0.163240135,2.950269461,2,2389.909888,3045.438562,151,0,0,152,124.5409375,43.35,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Prr16,Myo16,Cbln4,Rorb,Rspo1,8,28380,3,6,0.2362344,0.22859707,0.093012385,0.163240135,2.950269461,3,3908.480127,949.8103577,461,0,0,461,366.7590625,75.09484375,Neurons,Astrocytes,Neurons,Neurons,Neurons,Neurons,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
